flag,year,cattle_total,male_lt_6mo,male_6mo_lt_1yr,male_1yr_lt_3yrs,male_3yrs_lt_10yrs,male_gte_10yrs,female_lt_6mo,female_6mo_lt_1yr,female_1yr_lt_3yrs,female_3yrs_lt_10yrs,female_gte_10yrs,male_indigenous,male_hybrid,male_exotic,female_indigenous,female_hybrid,female_exotic,region,
AF,2003,385805,23915,10968,15617,26152,793,46440,28301,52105,173386,8130,77443,0,0,308361,0,-1,0
AF,2004,327373,21730,10857,10296,20555,1085,42407,25758,32884,157791,4010,64506,-1,0,262753,-1,0,0
AF,2005,317108,16041,13008,13978,26990,1579,27369,24780,33779,156106,3477,71596,0,0,245512,0,0,0
AF,2006,447980,21480,13181,20128,30410,815,39967,31723,59598,227848,2829,86015,0,0,361929,-1,0,0
AF,2007,401167,22188,18805,17561,33236,442,38550,32814,42330,193637,1604,92232,0,0,308935,0,0,0
AF,2008,473270,28253,17177,17802,31729,1132,44128,38537,60131,223825,10556,96093,0,0,377023,-1,0,0
AF,2009,550361,27081,20414,19540,38221,2101,43665,39186,60452,289528,10174,107045,-1,0,442520,-1,-1,0
AF,2010,899078,41740,32563,32541,76552,1769,72789,62235,106830,453549,-1,185084,-1,0,713912,0,0,0
AF,2011,910797,53163,34056,38459,74201,-1,86542,67706,107100,443123,5119,200631,-1,-1,707872,-1,-1,0
AF,2012,1190166,67211,39272,49694,103588,-1,105573,81948,149324,585432,6317,261403,-1,0,927160,-1,0,0
AF,2013,1359908,86694,56382,47930,106333,3370,127495,93660,145007,676247,16790,300709,0,0,1058605,-1,0,0
AF,2014,1580313,72300,59487,74548,109005,-1,128378,120302,187042,805549,18928,320115,0,0,1258904,-1,-1,0
AF,2015,1495054,77566,56047,61666,118632,3555,123256,120084,163120,753935,17192,317331,-1,0,1177452,-1,0,0
AF,2016,1315917,64281,61258,36222,96703,5925,118108,118145,116743,665915,-1,264116,-1,0,1050048,-1,-1,0
AF,2017,1317139,78992,78118,38210,83520,-1,99402,111396,132714,665551,-1,281007,0,0,1035446,-1,0,0
AF,2018,1791565,132214,59607,67750,118897,-1,203876,109378,118217,975044,3334,381716,0,0,1409849,0,0,0
AF,2019,1952394,140584,81040,83980,164356,9691,190475,125176,176812,929394,50886,479651,0,0,1472479,0,-1,0
AF,2020,1959185,133286,80263,74233,147544,3334,190903,134940,227703,955074,11904,438546,0,-1,1520183,0,-1,0
AM,2003,9592252,403140,325904,697799,3177522,298353,424514,340643,774999,2931923,217453,4876887,25342,-1,4654381,32349,-1,0
AM,2004,9694803,340472,274754,727612,3300892,333256,355148,279203,765054,3092686,225726,4969891,6033,-1,4698598,17318,-1,0
AM,2005,10077301,395746,280626,689129,3511962,310105,420559,307408,759769,3204574,197424,5163958,22692,-1,4862020,25513,-1,0
AM,2006,10483052,400300,325362,725006,3536134,364436,425244,329715,786611,3388032,202213,5327128,22150,-1,5100634,27236,3944,0
AM,2007,11757295,445297,397612,862832,3906997,387028,496122,406450,916787,3695434,242736,5984611,12529,-1,5719364,35158,3008,0
AM,2008,12748995,466750,400581,918785,4405574,338083,510387,434217,1006688,4067588,200342,6500619,26365,-1,6177784,38573,-1,0
AM,2009,12746768,510884,401285,877889,4406587,393656,545942,425231,941576,3983081,260636,6557268,28695,4339,6107543,42501,6422,0
AM,2010,13371486,532240,378167,926626,4605562,491780,568798,410335,1024981,4210501,222494,6899348,32295,2733,6397684,37555,1870,0
AM,2011,13354797,517018,425722,996110,4485413,342534,526003,444290,1057590,4332487,227630,6711965,49285,9335,6501262,72106,8925,0
AM,2012,13766923,557524,442452,1044531,4692609,321049,595902,431423,1078611,4397253,205569,7008807,44648,4711,6623088,78803,6865,0
AM,2013,14225988,539312,397144,1134894,4829625,357985,570532,426235,1206341,4528320,235600,7190135,61406,7419,6861816,94555,10658,0
AM,2014,14710911,574726,438106,1133867,5124564,279703,595708,473248,1205422,4684774,200792,7465509,78662,6796,7048346,95556,16042,0
AM,2015,15454923,599503,631142,1160788,5222137,235390,592034,633359,1280853,4926375,173340,7742562,90457,15943,7469201,115582,21178,0
AM,2016,15982541,669419,509933,1252967,5365997,288075,708063,561096,1366588,5037070,223332,7968988,106528,10875,7725559,162227,8363,0
AM,2017,16148390,685633,537791,1294457,5442020,257361,673662,577389,1353577,5096560,229939,8090027,116657,-1,7731652,175608,-1,0
AM,2018,16407220,633260,634847,1295470,5531243,269479,614727,679789,1424272,5123352,200780,8158772,187490,18037,7786451,226778,29692,0
AM,2019,16318446,643495,497796,1265824,5425755,517652,691575,560210,1457429,4911081,347628,8184250,155423,10849,7742206,202326,23390,0
AM,2020,17262804,548148,596406,1446834,5761589,508883,608382,608151,1474875,5355411,354126,8602336,233026,26498,8063019,291418,46507,0
BE,2003,281496,12217,12773,21348,75525,2609,14061,15608,23956,100922,2476,124360,-1,0,156949,-1,-1,0
BE,2004,307816,15774,13911,25536,80729,1822,17684,15791,26803,107600,2166,137772,0,0,170009,-1,0,0
BE,2005,350390,18849,16450,28564,90801,3397,17096,17859,36495,116908,3972,158059,0,0,192331,0,0,0
BE,2006,322663,12956,16599,23354,89482,3853,15584,17565,29804,109477,3990,146244,0,0,176419,0,0,0
BE,2007,363590,13528,18436,33210,96687,3860,13567,20014,33740,125876,4672,165721,0,0,197869,0,0,0
BE,2008,411998,17245,18025,32185,104331,9346,20240,23717,39037,140893,6979,181058,-1,-1,230866,0,0,0
BE,2009,421603,16492,21220,35750,108276,7907,21001,22077,44069,136210,8602,189645,0,0,231897,-1,0,0
BE,2010,502857,20713,24675,38312,132951,9613,21174,20818,48942,176511,9147,226265,0,0,276592,0,0,0
BE,2011,552106,21957,20755,46558,154252,7071,26676,22206,57296,186311,9022,250072,0,-1,301147,-1,-1,0
BE,2012,558551,25624,26003,41987,157887,4111,23879,24054,47054,203781,4172,255487,-1,-1,302739,-1,-1,0
BE,2013,604563,24270,23017,46751,144603,3642,25458,24220,55881,251165,5556,241938,-1,-1,361902,0,-1,0
BE,2014,659587,29310,30641,56604,182802,6286,28073,30551,58216,230531,6574,305642,0,0,353840,-1,0,0
BE,2015,726265,20966,43094,62384,190860,11817,19126,45942,65880,257073,9124,329042,-1,0,396957,-1,-1,0
BE,2016,777915,30044,38021,63038,204555,9816,32940,37143,75310,277459,9588,345475,0,0,432440,0,0,0
BE,2017,795024,34152,35805,80964,203912,3452,31167,39974,86563,273556,5480,358285,0,0,436739,0,0,0
BE,2018,626343,25128,32504,60262,134094,6435,27309,37197,66830,230922,5662,258253,-1,0,367750,-1,0,0
BE,2019,626537,33733,23678,54694,145890,7286,29563,28978,68800,219061,14853,265281,0,0,361256,0,0,0
BE,2020,592228,19017,25293,53598,140701,0,23915,37875,67951,211147,7735,243326,0,-1,348624,-1,-1,0
DD,2003,45529,2759,2207,4269,5675,0,2107,1914,6372,19813,413,14850,-1,0,30563,-1,-1,0
DD,2004,40393,3244,1241,3698,4220,0,2790,1715,5928,17031,526,12403,0,0,27991,0,0,0
DD,2005,38439,2435,1776,4141,5333,0,2561,1512,4923,15425,335,13655,-1,0,24674,-1,-1,0
DD,2006,38955,2539,1530,4831,4444,0,2783,1633,4339,16488,368,13261,-1,-1,25556,-1,0,0
DD,2007,49838,4404,2283,4967,6780,0,3997,1813,5754,19157,683,18434,0,0,31219,-1,-1,0
DD,2008,48812,2840,2432,6470,5658,0,3272,2908,6313,18392,526,17402,0,0,31411,0,0,0
DD,2009,46699,2862,1789,5135,8130,-1,2526,1747,6556,17264,648,17957,0,0,28742,0,0,0
DD,2010,43128,1786,1622,4625,7534,-1,2416,1757,5574,17314,461,15606,0,0,27491,-1,0,0
DD,2011,49465,2402,2410,5830,7087,0,3457,2584,6101,19032,562,17632,-1,-1,31448,-1,-1,0
DD,2012,47153,2317,1891,5968,7807,0,2742,2032,6751,17026,620,17983,0,0,29170,0,0,0
DD,2013,45030,2890,1702,5162,6944,-1,2726,2043,6321,16585,621,16733,0,0,27929,-1,-1,0
DD,2014,49880,3522,2008,5118,7119,0,3012,1954,7275,19296,575,17699,-1,0,31978,-1,0,0
DD,2015,52716,2817,2829,6567,7546,-1,3082,2402,6503,19869,994,19866,0,0,32850,0,0,0
DD,2016,52421,1752,2246,6209,8572,-1,2711,1999,7099,21469,-1,18762,-1,0,33518,-1,0,0
DD,2017,51958,4107,2491,5839,6583,0,3107,2321,7580,19306,-1,19020,0,0,32715,-1,-1,0
DD,2018,51422,3492,2518,4786,7075,-1,2899,2995,6251,21059,-1,17890,0,0,33532,0,0,0
DD,2019,67364,4965,2912,7094,8797,0,3610,2508,11909,25171,-1,23627,-1,0,43385,-1,0,0
DD,2020,78022,6424,2674,8155,9982,0,4972,3147,8399,32777,1158,27498,0,-1,49579,0,0,0
GA,2007,212591,12966,10061,19718,23036,1104,14821,12817,28402,85832,3834,66885,0,0,145706,0,0,0
GA,2008,130015,7487,6823,8931,13495,867,9301,9700,15520,54553,3340,37602,0,0,92413,0,0,0
GA,2009,220772,11883,11526,-1,27618,3815,18159,-1,-1,78123,6141,72232,-1,0,148428,-1,0,0
GA,2010,253389,16172,16653,15842,21808,-1,22781,25809,28304,101036,4668,70791,0,0,182598,0,0,0
GA,2011,251367,14333,12698,18418,24737,-1,17877,18559,32083,106975,4178,71787,0,0,179640,-1,0,0
GA,2012,277050,12979,15175,17606,33309,1062,16932,18937,32569,125129,3353,80131,0,0,196875,-1,-1,0
GA,2013,276246,13847,14091,17624,33630,315,15012,19584,29802,130139,2202,79508,0,0,196709,-1,0,0
GA,2014,278584,13557,15361,14843,35642,-1,16957,19946,29224,131704,1062,79587,0,-1,198864,-1,0,0
GA,2015,280561,11358,15731,19984,36856,-1,14813,23671,33127,123879,1114,83957,0,0,196604,0,0,0
GA,2016,282654,12074,12296,21531,36207,-1,13577,15870,30443,138256,1961,82547,0,0,200107,0,0,0
GA,2017,285102,11415,14362,18050,34381,-1,14718,16295,28930,142645,3113,79402,0,0,205700,0,0,0
GA,2018,290616,15755,17662,16294,31954,-1,16632,22555,29681,132808,4535,84354,-1,0,206110,-1,0,0
GA,2019,327801,27315,11876,21684,38725,-1,28287,17999,32414,149317,-1,99610,-1,0,228108,-1,0,0
GA,2020,321722,17652,20531,28346,31065,2535,25978,35568,48919,104972,6157,100128,-1,-1,221593,-1,-1,0
HA,2003,32736,2473,1685,2702,5063,0,2175,1797,4033,12561,249,11872,-1,0,20406,-1,-1,0
HA,2004,31732,2047,1483,2809,5102,-1,1973,1599,3506,12533,652,11298,-1,-1,19942,-1,-1,0
HA,2005,37395,2268,1907,3748,5523,-1,2574,1556,4329,15025,443,13388,-1,0,23741,-1,0,0
HA,2006,37518,2815,1857,3322,5470,-1,2495,2115,4308,14749,367,13431,-1,0,23805,209,-1,0
HA,2007,40775,2004,2031,3950,7028,0,2271,2203,4791,16004,493,14961,-1,-1,25558,-1,-1,0
HA,2008,44199,2650,2457,4596,6184,0,2389,2453,5240,17778,452,15481,326,-1,27358,-1,-1,0
HA,2009,45416,2222,2026,4763,6874,-1,2865,2827,5556,17624,635,15644,-1,-1,28713,-1,-1,0
HA,2010,52245,3189,2302,5588,7470,0,3482,3155,5430,21345,286,18382,-1,-1,32816,-1,413,0
HA,2011,48331,2447,2734,5719,6548,-1,2675,1993,5804,19717,673,17072,-1,-1,29573,-1,-1,0
HA,2012,52832,2510,2539,5408,7898,0,3370,2182,6344,21845,736,17880,349,-1,33512,-1,553,0
HA,2013,57258,3494,3240,6260,7582,0,3273,3120,5956,23799,533,20209,-1,-1,35327,-1,-1,0
HA,2014,62401,3842,3539,7182,7708,0,3615,3040,8411,24463,-1,21568,-1,-1,38112,-1,692,0
HA,2015,68240,3738,3303,7370,10669,0,2950,3643,8768,27339,461,24328,-1,310,40238,-1,1583,0
HA,2016,69387,4597,3188,7798,8815,-1,4058,3740,8956,27698,503,23955,-1,-1,42645,-1,1051,0
HA,2017,71277,3584,4025,8744,8804,0,4305,3749,10700,26715,-1,23962,-1,-1,42284,-1,-1,0
HA,2018,69933,2776,4042,6728,9586,-1,3168,5235,9344,28495,487,23126,-1,0,44174,2260,-1,0
HA,2019,69615,4008,2932,7879,8923,-1,4919,2478,8095,25832,2959,24110,922,-1,41013,2666,-1,0
HA,2020,86056,2372,3626,10056,12119,0,5213,4039,12119,35025,1190,27439,0,0,53187,0,0,0
OR,2003,16806160,821520,689355,1349018,4363079,219888,907740,734367,1635033,5813910,272250,7391057,48459,3345,9283126,75976,4199,0
OR,2004,17214537,776165,650686,1340286,4617850,202636,819350,719819,1686099,6148272,253373,7536563,45237,5825,9549920,68369,8624,0
OR,2005,18247970,855027,748710,1269717,5089121,243173,895430,796952,1605414,6502801,241625,8132202,68247,5299,9929017,103101,10105,0
OR,2006,19663215,938348,866632,1404166,5411516,258952,987907,959174,1675956,6906849,253715,8810704,60913,7997,10682677,89356,11568,0
OR,2007,21410978,1006594,953817,1609530,5719491,272754,1074339,995395,1995998,7480620,302442,9472940,79509,9736,11699853,124644,24296,0
OR,2008,22453335,963008,948712,1727554,6090431,324506,952814,1002754,2127217,8012538,303802,9973405,65279,-1,12263441,112590,23094,0
OR,2009,22475349,1140845,792263,1646883,6407406,245604,1169837,876192,2079719,7911361,205239,98630,6924,12089076,137274,15999,0,0
OR,2010,22958489,968899,1017417,1610162,6592895,267405,1091334,1153884,1972856,8041662,241975,10371287,75859,9633,12346800,128511,26400,0
OR,2011,22481530,1009464,952069,1669442,6260737,256118,1065030,1018086,2010790,7957313,282481,10024589,107222,9641,12160314,149039,18481,0
OR,2012,22354053,1083656,787970,1715787,6321578,235794,1126745,874497,2029784,7954647,223595,10038011,94877,11899,12029483,164537,15247,0
OR,2013,22505219,1031391,919877,1749564,6419462,199517,1094883,949870,1970566,7935813,234276,10177016,129729,13065,11973771,191577,20060,0
OR,2014,22925730,1023834,980257,1768784,6418428,189148,1093363,1038852,2129640,8081170,202254,10233775,137706,8969,12340125,188864,16290,0
OR,2015,23336510,990487,1018172,1804786,6659184,225386,1042324,1092235,2106150,8192377,205410,10552935,130142,14938,12432677,185111,20708,0
OR,2016,24144361,1095586,996983,1774387,6773596,207837,1253301,1128929,2213716,8493876,206149,10671671,157968,18750,13025021,242585,28365,0
OR,2017,24432974,982141,1132244,1868136,6811830,186168,1138846,1244390,2261179,8589929,218112,10842044,115561,22914,13214937,194305,43213,0
OR,2018,24508504,1120877,1088188,1883303,6561079,181359,1255074,1159290,2304849,8733555,220930,10635803,176168,22835,13350702,285456,37540,0
OR,2019,25031068,103046,1057325,2017257,6849691,486727,1137259,1195275,2531950,8249348,475774,11158185,235608,47669,13164994,343806,80805,0
OR,2020,25506409,104079,1015468,2117263,7190553,353003,1119321,1158980,2642100,8487471,381458,11418383,270440,28256,13345573,392286,51471,0
SN,2003,7881688,398985,392636,588802,1446209,30985,398090,419039,862750,3208159,136035,2845974,10386,-1,4994412,27736,-1,0
SN,2004,7938489,417143,330030,586661,1499359,24360,415631,364624,858517,3324176,117988,2847045,9114,-1,5046178,29679,-1,0
SN,2005,8043173,395027,356040,562740,1571542,31633,398372,383240,811577,3398491,134511,2906437,8740,-1,5097343,24812,4036,0
SN,2006,8454113,430443,363414,537504,1703911,28088,462724,404711,826092,3579548,117678,3053039,9933,-1,5359660,29607,-1,0
SN,2007,9574677,472031,447760,640608,1901593,40780,534456,482342,921588,4033325,100194,3492386,9733,-1,6037934,32780,1191,0
SN,2008,9263223,432700,386094,605605,1882503,41227,472772,485629,962894,3886776,107024,3333165,13952,1011,5878040,31794,5261,0
SN,2009,10543129,568695,415470,656918,2337823,28002,589959,476637,1038506,4358111,73008,3995176,10397,-1,6503629,28119,4472,0
SN,2010,11060053,560557,556434,694686,2227503,40411,583617,618037,1069263,4602845,106699,4068590,9593,1408,6936805,39235,4422,0
SN,2011,10437409,520037,522150,689364,2057882,37325,533969,573390,1004492,4377366,121434,3809492,14029,1202,6544060,51451,3568,0
SN,2012,11080824,556196,490001,751125,2238331,40285,578059,519771,167584,4593487,145985,4056628,17605,1704,6935158,62273,7455,0
SN,2013,11044147,562533,514457,718035,2199166,39697,606186,560946,1074568,4656146,112412,4007963,24415,1510,6926706,75229,8323,0
SN,2014,11215636,522772,555414,765450,2291713,35569,573294,607219,1188018,4615173,60941,4138413,28635,3871,6931352,102060,11305,0
SN,2015,11171151,494221,532563,692904,2266571,38468,560282,569912,1080697,4847614,87920,3994889,27018,2819,7052220,79430,14775,0
SN,2016,11485147,568752,547381,841859,2284223,31039,623812,620671,56088,4625892,85431,4221672,46346,-1,7048699,151296,11899,0
SN,2017,11883548,560091,548705,860615,2873069,35261,573025,616939,1235757,4518027,62060,4819117,54427,4196,6824265,174089,7454,0
SN,2018,12324739,578189,600226,962812,2483354,-1,652584,674126,1451632,4734380,107959,4669254,32717,-1,7470392,143406,-1,0
SN,2019,12404963,548019,576293,892673,2585074,88033,591263,664565,1421,4897331,140136,4644465,39901,-1,7534927,164445,15499,0
SN,2020,11128017,426447,478310,1034353,2631051,79743,460060,532394,1355210,3999974,130474,4595168,52158,0,6276349,193468,0,0
SO,2003,462958,25505,22209,28303,77233,-1,32491,26952,42116,204488,2385,154526,0,0,308357,-1,-1,0
SO,2004,459715,33487,19335,29312,75158,-1,34969,21271,38208,202658,4960,157649,0,0,301909,-1,0,0
SO,2005,520902,42696,21108,34610,73522,-1,50379,23991,47403,219995,5059,174075,0,0,346827,0,0,0
SO,2006,608206,45076,28614,35878,86563,-1,54614,33205,57765,261141,4455,197027,0,0,411164,-1,0,0
SO,2007,640357,51135,31646,34100,82227,-1,58583,40925,49695,280800,-1,203680,0,0,436596,0,-1,0
SO,2008,620583,39012,35428,33710,91059,724,45170,37960,57568,275522,4432,199932,0,0,420651,0,0,0
SO,2009,590976,31876,26311,37381,85143,-1,39011,37337,69997,258263,5318,181050,0,0,409926,0,0,0
SO,2010,610514,39236,23853,34931,84732,-1,46164,37544,66672,269038,6780,184316,0,0,426199,0,0,0
SO,2011,503821,32230,26912,35045,68897,-1,33924,29307,49398,223368,4125,163643,0,0,339485,0,-1,0
SO,2012,597427,47413,24802,37169,77695,-1,51292,32383,49180,273334,3793,187446,0,0,409982,0,0,0
SO,2013,610898,46868,28283,49051,77266,-1,46752,35124,57730,267437,1805,202049,0,0,408848,0,0,0
SO,2014,645166,59930,28373,39602,75072,-1,57111,36784,58267,286797,-1,203295,0,0,441871,0,0,0
SO,2015,631059,48756,27578,47551,90028,-1,54921,33085,65113,262554,1117,214270,0,0,416738,-1,0,0
SO,2016,584983,38638,24756,37899,82870,-1,42769,36188,60094,259509,1965,184458,0,0,400525,0,0,0
SO,2017,589503,51150,24727,44639,90961,0,42933,29547,52763,251256,-1,211477,0,0,378026,0,0,0
SO,2018,589503,51150,24727,44639,90961,0,42933,29547,52763,251256,-1,211477,0,0,378026,0,0,0
SO,2019,3646940,244159,173720,247534,414384,15446,290412,242581,40678,1584688,27229,1091222,3761,-1,2538938,12375,-1,0
SO,2020,6034887,380036,306013,407957,643046,30942,610794,543692,782248,2249790,80369,1756966,0,0,4240101,0,0,0
TI,2003,2546790,94349,108990,185406,786292,61093,111304,120953,211616,819246,47541,1222517,-1,-1,1289261,-1,-1,0
TI,2004,2713747,128769,80100,188433,828380,79178,137269,90444,217906,906160,57107,1301373,3324,-1,1400610,7238,1040,0
TI,2005,2622166,119256,88128,183743,815727,82842,134001,86278,193175,861656,57359,1286206,2861,-1,1325950,5954,-1,0
TI,2006,2922407,145743,85417,202899,871293,87788,164034,106197,234295,966318,58422,1387720,4413,1007,1523368,3874,2026,0
TI,2007,3119407,150372,105291,216377,922849,79677,169583,125890,249609,1036743,63015,1466940,7443,-1,1634124,9164,1553,0
TI,2008,3103468,138030,118322,210308,907580,92185,169341,137677,265877,1002646,61502,1462052,4168,-1,1628684,6425,1934,0
TI,2009,3242931,133804,119977,224886,994304,75118,153851,148448,296062,1046405,50075,1539986,7204,-1,1679097,13125,2619,0
TI,2010,3630957,163616,123275,243496,1127782,87741,187226,158579,293070,1188850,57320,1735415,7333,3163,1873557,8601,2887,0
TI,2011,3539395,170868,123638,225324,1094032,81506,189454,125900,263099,1200915,64659,1677837,15684,2192,1805798,23573,8758,0
TI,2012,4065082,195270,142168,295396,1207819,93253,217551,162795,337759,1337327,75744,1916540,14595,2769,2098023,26857,6298,0
TI,2013,4298023,202772,141121,320603,1296942,119615,222276,165978,378538,1367592,82587,2058298,18716,4039,2168948,37153,10869,0
TI,2014,4578181,222571,149243,347588,1394104,98366,248041,165741,393597,1492171,66759,2190024,17732,4115,2329683,24193,12434,0
TI,2015,4613475,213767,162942,358420,1381093,128183,240430,172989,396232,1469486,89933,2211141,27523,5741,2308170,49241,11658,0
TI,2016,4791341,209138,144170,382576,1482613,131734,218089,162655,403688,1553735,102942,2298404,45327,6501,2374962,49264,16883,0
TI,2017,4817104,213992,182734,366498,1446640,108106,255470,192898,451399,1518580,80786,2264816,40402,12752,2437928,51900,9305,0
TI,2018,4850412,243562,170926,352923,1532976,85107,254219,203972,404837,1533920,67970,2334182,46989,4323,2408546,44153,12219,0
TI,2019,4908964,2073788,137749,318496,1552068,1332482,278675,203400,452172,1538778,870017,2303087,37624,8228,2491664,49954,18408,0
TI,2020,4908964,207378,137749,318496,1552068,133248,278675,203400,452172,1538778,87001,2303087,37624,8228,2491664,49954,18408,0
